75,19047,bf5306ca,3f10ed49
75,18921,3f4dacd5,3f186d1a
75,18459,bf5a9f13,3f0531b6
75,18963,3f7ee451,3dbe5965
76,17017,3f7dcb17,3e06293c
76,17227,bf7fcaf8,3d24bf24
76,17143,bf60dfb0,3ef4af8f
76,17311,3f377408,bf328d61
76,17073,3f6f39b9,3eb64992
76,17493,3f7fffae,3b4d4116
76,17395,3f7d1bcc,3e197811
76,17423,3f7fc141,3d333221
76,17535,bf7f66a0,3d8c0816
76,17717,3f7fe6b1,3ce3a686
76,17563,3f5b8b76,bf03aaa6
76,17591,3f7f0e99,3daf9ed2
76,17619,bf73b152,3e9cd7a8
76,17815,3f6b20dc,3eca7db7
76,17675,3f573ae4,bf0a9b82
76,17997,3f7754fd,be841ab3
76,18053,bf534b48,bf10895d
76,17871,3f584ae8,bf08f187
76,17787,3f694b6d,3ed2cdea
76,17843,beb5f5fb,bf6f49a1
76,18109,3f4d8f6a,3f1894c5
76,18207,3f6146e8,bef3329f
76,18543,bf7f2392,bda7d528
76,18333,3f534c13,3f108833
76,18445,3f707774,beafa23e
76,18179,bf48840d,bf1f26f4
76,17969,bf0682c2,3f59d055
76,18235,3f4231ff,bf26ce4b
76,18025,3f7f40c2,3d9c57f9
76,18515,3f623f91,beef9054
76,18081,bf5501cf,3f0dfffe
76,18137,3efe1ee0,bf5e3e0d
76,18305,3f6497d6,3ee67cf2
76,18711,3f6ef62f,3eb7aa92
76,18767,bf7fbc72,bd39ecef
76,19061,bf7fdd73,3d04fc5c
76,18823,3f7f260a,3da6e404
76,18417,3f6388c1,beeaa449
76,18473,3f6831f1,bed79b09
76,18879,3f75086c,be944144
76,18795,bf673020,bedbe458
76,19033,3f42007d,bf2707dd
77,17297,3f7f8779,3d784c96
77,17409,3d933c8b,bf7f566b
77,17031,bf535dca,3f106e4b
77,17339,3f7bd359,be382b31
77,17087,beda7885,bf67864b
77,17689,3f5dcdd1,3effa5f1
77,17451,bf2464f0,3f443db0
77,17367,3f7ef36a,3db939b3
77,17801,bf773927,3e84ea7e
77,17507,3f77b69c,be8136f8
77,17479,3f7fbffd,bd34fdf4
77,17731,bf723bc0,bea5a34c
77,17647,3f79c9d3,be6034b0
77,17955,3f5f9e5f,bef93e97
77,17983,3f6cedb3,bec1ea92
77,17913,bf747108,3e981c1a
77,18011,3f6827b5,3ed7c719
77,18039,3f7ffdf1,3c01d963
77,17269,3f6c000d,bec66483
77,18249,bf71af5e,bea8cfc6
77,18095,3f6f0667,beb75614
77,17549,3f7ffca0,3c2641db
77,18123,3f7ebe2b,3dcab6fd
77,18529,3f7e3e6b,3def7a11
77,17605,bf7fd500,3d145b8b
77,18319,3f6eedbc,beb7d685
77,18291,bf07b290,3f591392
77,18585,3f4f6c9f,3f160986
77,17773,3f79c5f7,3e60797a
77,18347,3f4f976b,3f15ce49
77,18641,bf71926c,bea97536
77,18431,3f7d87ac,3e0de795
77,18697,bf7ab4b1,be4f2cc1
77,18753,3f7a0251,3e5c3c3f
77,17885,bf72e79c,3ea1a859
77,18809,3f7fd7d4,3d0f659b
77,18865,bf7fd9ff,bd0b7769
77,18165,3f79dc9a,be5ee4f4
77,18221,bf7fc2b4,bd311d44
77,18501,3f263253,3f42b78b
77,19033,3f40acdb,bf288f33
77,18907,bf0b2ffc,3f56dafd
77,18557,3f7f5c60,bd90a144
77,18613,bf65d91a,3ee170cf
77,18725,3e8cd2a0,3f762060
77,18781,bf77c23e,3e80ddab
77,18837,3f7d563b,3e1351e0
77,19005,3f6725ed,bedc0f33
77,19061,bf7fb244,bd4770b6
78,17101,3f5e402d,befe1771
78,17017,3f7e754c,3de06eb2
78,17143,bf546358,3f0eec95
78,17493,3f7ff0e0,3cb00029
78,17311,3f377408,bf328d61
78,17073,3f622b9a,3eefdbb1
78,17423,3f7fd778,bd1008de
78,17717,3f7ffc67,3c2bb523
78,17535,bf7f66a0,3d8c0816
78,17591,3f7f2ad0,3da50e5b
78,17997,3f7d9675,be0c3e5a
78,17815,3f6a9b6e,3ecce51d
78,17395,3f79cb3c,3e601b8a
78,18053,bf534b48,bf10895d
78,17871,3f577d15,bf0a3484
78,18109,3f50c9f0,3f1421e9
78,18207,3f6d6015,bebfb7d6
78,17619,bf73b152,3e9cd7a8
78,18543,bf75c08a,be8f6a05
78,17675,3f50f8b5,bf13dfe9
78,17787,3f7195a1,3ea962e9
78,17843,beb5f5fb,bf6f49a1
78,17745,3f7f234a,bda7f068
78,18179,bf48840d,bf1f26f4
78,17969,bf1660a1,3f4f2d81
78,18025,3f7ff337,3ca1d11a
78,18235,3f5e3dde,befe1f84
78,18333,3f54b0e4,3f0e7915
78,18081,bf5501cf,3f0dfffe
78,18515,3f5d8537,bf0050a0
78,18137,3f0e372e,bf54dcfa
78,18305,3f68fe86,3ed4210e
78,18711,3f6ef62f,3eb7aa92
78,18767,bf7fbc72,bd39ecef
78,18823,3f7ea088,3dd3d1c6
78,18879,3f714d2b,beaafe19
78,18417,3f698486,bed1d06d
78,18445,3f748cac,be9769f5
78,18473,3f637466,beeaf32e
78,18991,3f6e0136,bebc9227
78,18921,3f426d5a,3f268918
78,19047,bf5306ca,3f10ed49
78,18795,bf673020,bedbe458
78,18963,3f7f156d,3dad1f8e
79,17297,3f7fffba,3b3cff77
79,17409,3d933c8b,bf7f566b
79,16989,bf4c120f,bf1a915d
79,17339,3f7c309c,be300312
79,17031,bf4c907c,3f19e9e4
79,17451,bf12f4d7,3f519e46
79,17087,bedfbcfa,bf664378
79,17507,3f77a212,be81d411
79,17689,3f5a2b66,3f05eedc
79,17367,3f7bb9f5,3e3a534b
79,17731,bf723bc0,bea5a34c
79,17801,bf7096d2,3eaef617
79,17479,3f7fee5f,bcbdfd60
79,17269,3f7218f9,bea66e35
79,17955,3f5afbd1,bf049905
79,17549,3f7f4cce,bd9758c3
79,17647,3f775954,be83fa2e
79,18011,3f651f2b,3ee460fe
79,17605,bf7fd500,3d145b8b
79,17983,3f77044a,be86715f
79,17773,3f7a1474,3e5af1d9
79,17913,bf747108,3e981c1a
79,18039,3f7ffff1,baad417f
79,18123,3f799319,3e63fbae
79,18095,3f6c915b,bec3ab80
79,18347,3f4df1e1,3f180fc3
79,18319,3f7619bd,be8d0101
79,17885,bf6fab16,3eb3f214
79,18165,3f7b348c,be4541fa
79,18431,3f7f6989,3d8ab30f
79,18221,bf7ff275,bca687e1
79,18249,bf71af5e,bea8cfc6
79,18501,3f2399e2,3f44e719
79,18529,3f7db8ef,3e084a57
79,18907,bf14c4ff,3f5055dc
79,18557,3f7e0cf1,bdfc4311
79,18585,3f572b0e,3f0ab416
79,18613,bf65d91a,3ee170cf
79,18641,bf748950,be977faa
79,18725,3eac179f,3f711b1d
79,18781,3dd0ba2c,3f7eaabe
79,18753,3f7847b4,3e799359
79,18837,3f7f9529,3d69c9fc
79,18809,3f7e19ce,3df9009c
79,18865,bf7fd9ff,bd0b7769
79,18977,bf7ef632,bdb84433
79,19033,3f3d4c1d,bf2c581e
79,19005,3f67ecf5,bed8c33b
79,19061,bf7c0d73,be3321cf
80,17143,bf4a4954,3f1ce540
80,17017,3f7efd13,3db5df10
80,17311,3f377408,bf328d61
80,17101,3f6536b5,bee4026d
80,17423,3f7efaf2,bdb69dae
80,17073,3f506647,3f14adfd
80,17493,3f7f9ee6,3d5ee337
80,17591,3f7f400e,3d9ca124
80,17395,3f708ac5,3eaf3852
80,17717,3f7ffc86,3c28bfb1
80,17815,3f6891f8,3ed5fb79
80,17941,bf3f45a9,bf2a265e
80,17353,bf7a0b62,3e5b9758
80,17619,bf73b152,3e9cd7a8
80,17997,3f7feaf8,3ccf8446
80,17871,3f5b4ec4,bf040fa6
80,17675,3f51bec2,bf12c676
80,18053,bf534b48,bf10895d
80,17787,3f7651fd,3e8b75f2
80,18109,3f54fa60,3f0e0b24
80,18207,3f77080d,be8655bb
80,17843,beb5f5fb,bf6f49a1
80,18543,bf75c08a,be8f6a05
