74,16975,0,0,0,0,0,0
74,16989,0,0,0,0,0,0
74,17003,0,0,3f7f16d8,3dac99ca,0,0
74,17017,0,0,3f21b7db,bf4673bc,0,0
74,17031,0,0,0,0,0,0
74,17045,0,0,3f15a8c9,3f4fb276,0,0
74,17059,0,0,0,0,0,0
74,17073,0,0,3f3e4bb4,bf2b3dbe,0,0
74,17087,0,0,3f675757,3edb3f1e,0,0
74,17115,0,0,3f7e50d2,3dea8a97,0,0
74,17129,0,0,bf7f8b54,3d744c9e,0,0
74,17143,0,0,bf757d7f,3e913278,0,0
74,17157,0,0,3f7b7527,be400b4c,0,0
74,17185,0,0,3f7c3596,3e2f90dd,0,0
74,17199,0,0,3f7886e9,3e759cb3,0,0
74,17213,0,0,3f7facc7,3d4e5b76,0,0
74,17227,0,0,0,0,0,0
74,17241,0,0,bf6d6827,3ebf8fda,0,0
74,17255,0,0,3f78b213,3e72ddb8,0,0
74,17269,0,0,3f7bd4be,be380ca5,0,0
74,17283,0,0,3f7ffc66,3c2bba5d,0,0
74,17297,0,0,3f7fa1b3,3d5ba7a5,0,0
74,17311,0,0,3f7efd51,bdb5c914,0,0
74,17325,0,0,3f795744,3e6809ea,0,0
74,17339,0,0,bf7fb256,bd4758d5,0,0
74,17353,0,0,3f672b1a,bedbf975,0,0
74,17367,0,0,3f7f7782,bd841c24,0,0
74,17381,0,0,3f74e706,be951d5a,0,0
74,17395,0,0,3f73f332,3e9b3bec,0,0
74,17409,0,0,3f7d6c79,3e10e8c8,0,0
74,17423,0,0,3f6c2adf,bec59844,0,0
74,17437,0,0,3f7d94cf,be0c6e0c,0,0
74,17451,0,0,3f7ff837,bc7c8742,0,0
74,17465,0,0,3f7fd74a,3d1059f3,0,0
74,17479,0,0,3f7ef3cb,bdb91878,0,0
74,17493,0,0,3f7a4396,be578d6d,0,0
74,17507,0,0,3f7179fa,3eaa005a,0,0
74,17521,0,0,bf7e9d5a,bdd4c5dc,0,0
75,16975,0,0,0,0,0,0
75,16989,0,0,0,0,0,0
75,17003,0,0,3f7f16d8,3dac99ca,0,0
75,17017,0,0,3f3787e3,bf3278f7,0,0
75,17031,0,0,0,0,0,0
75,17045,0,0,3f165c0b,3f4f30d5,0,0
75,17059,0,0,0,0,0,0
75,17073,0,0,3f3a7d1e,bf2f6121,0,0
75,17087,0,0,3f675757,3edb3f1e,0,0
75,17115,0,0,3f7c8265,3e28863e,0,0
75,17129,0,0,bf7f8b54,3d744c9e,0,0
75,17143,0,0,bf73720e,3e9e5ec3,0,0
75,17157,0,0,3f7b7527,be400b4c,0,0
75,17185,0,0,3f7b9d62,3e3cb8e1,0,0
75,17199,0,0,3f7886e9,3e759cb3,0,0
75,17213,0,0,3f7fc6cb,3d2b1ac8,0,0
75,17227,0,0,0,0,0,0
75,17241,0,0,bf6c1c8c,3ec5dcb6,0,0
75,17255,0,0,3f78b213,3e72ddb8,0,0
75,17269,0,0,3f7b0648,be48e7b9,0,0
75,17283,0,0,3f7ffc66,3c2bba5d,0,0
75,17297,0,0,3f7f7f12,3d8066ce,0,0
75,17311,0,0,3f7efd51,bdb5c914,0,0
75,17325,0,0,3f7acd3e,3e4d4f2a,0,0
75,17339,0,0,bf7fb256,bd4758d5,0,0
75,17353,0,0,3f6594f8,bee285d7,0,0
75,17367,0,0,3f7f7782,bd841c24,0,0
75,17381,0,0,3f723e6a,bea593b7,0,0
75,17395,0,0,3f73f332,3e9b3bec,0,0
75,17409,0,0,3f7d61e1,3e121009,0,0
75,17423,0,0,3f6c2adf,bec59844,0,0
75,17437,0,0,3f7ea030,bdd3ec2f,0,0
75,17451,0,0,3f7ff837,bc7c8742,0,0
75,17465,0,0,3f7ebdb3,3dcadcdf,0,0
75,17479,0,0,3f7ef3cb,bdb91878,0,0
75,17493,0,0,3f7a2844,be59867b,0,0
75,17507,0,0,3f7179fa,3eaa005a,0,0
75,17521,0,0,bf7e47dd,bdecf4ca,0,0
76,16975,0,0,0,0,0,0
76,16989,0,0,0,0,0,0
76,17003,0,0,3f7faf05,3d4b8edd,0,0
76,17017,0,0,3f3787e3,bf3278f7,0,0
76,17031,0,0,3f7f313c,3da28e19,0,0
76,17045,0,0,3f165c0b,3f4f30d5,0,0
76,17059,0,0,0,0,0,0
76,17073,0,0,3f3a7d1e,bf2f6121,0,0
76,17087,0,0,3f647733,3ee6fe41,0,0
76,17115,0,0,3f7c8265,3e28863e,0,0
76,17129,0,0,bf7f8b54,3d744c9e,0,0
76,17143,0,0,bf73720e,3e9e5ec3,0,0
