76,16975,0,0,0,0,0,0,1
76,16989,0,0,0,0,0,0,2
76,17017,0,0,1065208599,1040591164,0,0,2
76,17031,0,0,3210098182,1057762649,0,0,2
76,17073,0,0,1064253881,1052133778,0,0,2
76,17087,0,0,3201067783,3211441676,0,0,2
76,17101,0,0,0,0,0,0,2
76,17115,0,0,0,0,0,0,2
76,17143,0,0,3210796976,1056223119,0,0,2
76,17213,0,0,1047756886,1064871970,0,0,2
76,17227,0,0,3212823288,1025818404,0,0,2
76,17269,0,0,1063630429,3202481732,0,0,2
76,17283,0,0,0,0,0,0,2
76,17297,0,0,1065232606,1039474955,0,0,2
76,17311,0,0,1060598792,3207761249,0,0,2
76,17339,0,0,1065021285,3192565542,0,0,2
76,17353,0,0,0,0,0,0,2
76,17367,0,0,1065342218,3172223221,0,0,2
76,17395,0,0,1065163724,1041856529,0,0,2
76,17409,0,0,1033059467,3212793451,0,0,2
76,17423,0,0,1065337153,1026765345,0,0,2
76,17451,0,0,3208015739,1060345743,0,0,2
76,17465,0,0,0,0,0,0,2
76,17479,0,0,1065311117,3180396164,0,0,2
76,17493,0,0,1065353134,994918678,0,0,2
76,17507,0,0,1064849119,3195609374,0,0,2
76,17535,0,0,3212797600,1032587286,0,0,2
76,17549,0,0,1065273605,1036469912,0,0,2
76,17563,0,0,1062964086,3204688550,0,0,2
76,17577,0,0,0,0,0,0,2
76,17591,0,0,1065291417,1034919634,0,0,2
76,17605,0,0,3212825856,1024744331,0,0,2
76,17619,0,0,3212030290,1050466216,0,0,2
76,17647,0,0,1065075125,3191450498,0,0,2
76,17675,0,0,1062681316,3205143426,0,0,2
76,17689,0,0,1063233059,1056514742,0,0,2
76,17717,0,0,1065346737,1021552262,0,0,2
76,17731,0,0,3211934656,3198526284,0,0,2
76,17745,0,0,0,0,0,0,2
76,17773,0,0,1064621481,1049988926,0,0,2
76,17787,0,0,1063865197,1054002666,0,0,2
76,17801,0,0,3212669057,1041266633,0,0,2
76,17815,0,0,1063985372,1053457847,0,0,2
76,17829,0,0,0,0,0,0,2
76,17843,0,0,3199596027,3211741601,0,0,2
76,17857,0,0,1061109432,3207212588,0,0,2
76,17871,0,0,1062750952,3205034375,0,0,2
76,17885,0,0,3212340540,1048001277,0,0,2
76,17899,0,0,0,0,0,0,2
76,17913,0,0,1057475910,1062798045,0,0,2
76,17941,0,0,0,0,0,0,2
76,17955,0,0,1063423360,3203295494,0,0,2
76,17969,0,0,3204874946,1062850645,0,0,2
76,17983,0,0,1063462286,3203146628,0,0,2
76,17997,0,0,1064785149,3196328627,0,0,2
76,18011,0,0,1064106951,1052878260,0,0,2
76,18025,0,0,1065304258,1033656313,0,0,2
76,18039,0,0,1065344118,1023860781,0,0,2
76,18053,0,0,3209907016,3205531997,0,0,2
76,18067,0,0,0,0,0,0,2
76,18081,0,0,3210019279,1057882110,0,0,2
76,18095,0,0,1064844083,3195689474,0,0,2
76,18109,0,0,1062047594,1058575557,0,0,2
76,18123,0,0,1065341154,3172682576,0,0,2
76,18137,0,0,1056841440,3210624525,0,0,2
76,18165,0,0,1064905008,3194690732,0,0,2
76,18179,0,0,3209200653,3206489844,0,0,2
76,18193,0,0,0,0,0,0,2
76,18207,0,0,1063339752,3203609247,0,0,2
76,18221,0,0,3212819790,3174612508,0,0,2
76,18235,0,0,1061302783,3206991435,0,0,2
76,18249,0,0,1063066577,3204515307,0,0,2
76,18277,0,0,0,0,0,0,2
76,18291,0,0,3204952720,1062802322,0,0,2
76,18305,0,0,1063557078,1055292658,0,0,2
76,18319,0,0,1063489942,3203039751,0,0,2
76,18333,0,0,1062423571,1058048051,0,0,2
76,18347,0,0,1062686670,1057651460,0,0,2
76,18361,0,0,0,0,0,0,2
76,18375,0,0,0,0,0,0,2
76,18389,0,0,0,0,0,0,2
76,18403,0,0,0,0,0,0,2
76,18417,0,0,1063487681,3203048521,0,0,2
76,18431,0,0,1064882112,1047590275,0,0,2
76,18445,0,0,1064335220,3199181374,0,0,2
76,18459,0,0,3210387219,1057305014,0,0,2
76,18473,0,0,1063793137,3201800969,0,0,2
76,18501,0,0,1059904605,1060950881,0,0,2
76,18515,0,0,1063403409,3203371092,0,0,2
76,18529,0,0,1065273274,1036496989,0,0,2
76,18543,0,0,3212780434,3181892904,0,0,2
76,18557,0,0,1065353148,3141181911,0,0,2
76,18571,0,0,0,0,0,0,2
76,18585,0,0,0,0,0,0,2
76,18599,0,0,0,0,0,0,2
