78,16975,001000000000000000000000000000000000000000000000000000000,1
78,16989,000000000000000100000000000000000000000000000000000000000,2
78,17017,000000000000000110000000000000000000000000000000000000000,2
78,17031,000000000000000100000000000000000000000000000000000000000,2
78,17073,000000000000000100000000000000000000000000000000000000000,2
78,17087,000000000000000100000000000000000000000000000000000000000,2
78,17101,000000000000000100000000000000000000000000000000000000000,2
78,17115,000000000000000100000000000000000000000000000000000000000,2
78,17143,000000000000000110000000000000000000000000000000000000000,2
78,17213,000000000000000100000000000000000000000000000000000000000,2
78,17227,000000000000000100000000000000000000000000000000000000000,2
78,17269,000000000000000100000000000000000000000000000000000000000,2
78,17283,000000000000000100000000000000000000000000000000000000000,2
78,17297,000000000000000110000000000000000000000000000000000000000,2
78,17311,000000000000000100000000000000000000000000000000000000000,2
78,17339,000000000000000110000000000000000000000000000000000000000,2
78,17353,000000000000000000000000000000000000000000000000000000000,2
78,17367,000000000000000100000000000000000000000000000000000000000,2
78,17395,000000000000000110000000000000000000000000000000000000000,2
78,17409,000000000000000100000000000000000000000000000000000000000,2
78,17423,000000000000000100000000000000000000000000000000000000000,2
78,17451,000000000000000100000000000000000000000000000000000000000,2
78,17465,000000000000000000000000000000000000000000000000000000000,2
78,17479,000000000000000110000000000000000000000000000000000000000,2
78,17493,000000000000000100000000000000000000000000000000000000000,2
78,17507,000000000000000110000000000000000000000000000000000000000,2
78,17535,000000000000000100000000000000000000000000000000000000000,2
78,17549,000000000000000100000000000000000000000000000000000000000,2
78,17563,000000000000000000000000000000000000000000000000000000000,2
78,17577,000000000000000100000000000000000000000000000000000000000,2
78,17591,000000000000000110000000000000000000000000000000000000000,2
78,17605,000000000000000100000000000000000000000000000000000000000,2
78,17619,000000000000000100000000000000000000000000000000000000000,2
78,17647,000000000000000100000000000000000000000000000000000000000,2
78,17675,000000000000000100000000000000000000000000000000000000000,2
78,17689,000000000000000110000000000000000000000000000000000000000,2
78,17717,000000000000000100000000000000000000000000000000000000000,2
78,17731,000000000000000100000000000000000000000000000000000000000,2
78,17745,000000000000000100000000000000000000000000000000000000000,2
78,17773,000000000000000100000000000000000000000000000000000000000,2
78,17787,000000000000000110000000000000000000000000000000000000000,2
78,17801,000000000000000110000000000000000000000000000000000000000,2
78,17815,000000000000000110000000000000000000000000000000000000000,2
78,17829,000000000000000000000000000000000000000000000000000000000,2
78,17843,000000000000000100000000000000000000000000000000000000000,2
78,17857,000000000000000100000000000000000000000000000000000000000,2
78,17871,000000000000000110000000000000000000000000000000000000000,2
78,17885,000000000000000100000000000000000000000000000000000000000,2
78,17899,000000000000000100000000000000000000000000000000000000000,2
78,17913,000000000000000100000000000000000000000000000000000000000,2
78,17941,000000000000000100000000000000000000000000000000000000000,2
78,17955,000000000000000110000000000000000000000000000000000000000,2
78,17969,000000000000000110000000000000000000000000000000000000000,2
78,17983,000000000000000100000000000000000000000000000000000000000,2
78,17997,000000000000000100000000000000000000000000000000000000000,2
78,18011,000000000000000110000000000000000000000000000000000000000,2
78,18025,000000000000000100000000000000000000000000000000000000000,2
78,18039,000000000000000100000000000000000000000000000000000000000,2
78,18053,000000000000000100000000000000000000000000000000000000000,2
78,18067,000000000000000100000000000000000000000000000000000000000,2
78,18081,000000000000000100000000000000000000000000000000000000000,2
78,18095,000000000000000100000000000000000000000000000000000000000,2
78,18109,000000000000000100000000000000000000000000000000000000000,2
78,18123,000000000000000100000000000000000000000000000000000000000,2
78,18137,000000000000000100000000000000000000000000000000000000000,2
78,18165,000000000000000100000000000000000000000000000000000000000,2
78,18179,000000000000000100000000000000000000000000000000000000000,2
78,18193,000000000000000100000000000000000000000000000000000000000,2
78,18207,000000000000000100000000000000000000000000000000000000000,2
78,18221,000000000000000100000000000000000000000000000000000000000,2
78,18235,000000000000000110000000000000000000000000000000000000000,2
78,18249,000000000000000100000000000000000000000000000000000000000,2
78,18277,000000000000000000000000000000000000000000000000000000000,2
78,18291,000000000000000100000000000000000000000000000000000000000,2
78,18305,000000000000000100000000000000000000000000000000000000000,2
78,18319,000000000000000100000000000000000000000000000000000000000,2
78,18333,000000000000000100000000000000000000000000000000000000000,2
78,18347,000000000000000110000000000000000000000000000000000000000,2
78,18361,000000000000000000000000000000000000000000000000000000000,2
78,18375,000000000000000100000000000000000000000000000000000000000,2
78,18389,000000000010000000000000000000000000000000000000000000000,2
78,18403,000000000000000000000000000000000000000000000000000000000,2
78,18417,000000000000000100000000000000000000000000000000000000000,2
78,18431,000000000000000100000000000000000000000000000000000000000,2
78,18445,000000000000000100000000000000000000000000000000000000000,2
78,18459,000000000000000100000000000000000000000000000000000000000,2
78,18473,000000000010000110000000000000000000000000000000000000000,2
78,18501,000000000100000100000000000000000000000000000000000000000,2
78,18515,000000000000000100000000000000000000000000000000000000000,2
78,18529,000000000010000100000000000000000000000000000000000000000,2
78,18543,000000000000000100000000000000000000000000000000000000000,2
78,18557,000000000000000100000000000000000000000000000000000000000,2
78,18571,000000000000000100000000000000000000000000000000000000000,2
78,18585,000000000010000000000000000000000000000000000000000000000,2
78,18599,000000000000000000000000000000000000000000000000000000000,2
78,18613,000000000000000100000000000000000000000000000000000000000,2
78,18627,000000000000000100000000000000000000000000000000000000000,2
78,18641,000000000000000100000000000000000000000000000000000000000,2
78,18655,000000000000000000000000000000000000000000000000000000000,2
78,18697,000000000010000100000000000000000000000000000000000000000,2
78,18711,000000000000000100000000000000000000000000000000000000000,2
78,18725,000000000010000110000000000000000000000000000000000000000,2
78,18739,000000000010000000000000000000000000000000000000000000000,2
78,18753,000000000000000110000000000000000000000000000000000000000,2
78,18767,000000000010000100000000000000000000000000000000000000000,2
78,18781,000000000010000100000000000000000000000000000000000000000,2
78,18795,000000000010000100000000000000000000000000000000000000000,2
78,18809,000000000010000100000000000000000000000000000000000000000,2
78,18823,000000000010000100000000000000000000000000000000000000000,2
78,18837,000000000000000100000000000000000000000000000000000000000,2
78,18851,000000000010000100000000000000000000000000000000000000000,2
78,18865,000000000010000100000000000000000000000000000000000000000,2
78,18879,000000000010000110000000000000000000000000000000000000000,2
78,18907,000000000010000100000000000000000000000000000000000000000,2
78,18921,000000000010000110000000000000000000000000000000000000000,2
78,18949,000000000000000000000000000000000000000000000000000000000,2
78,18963,000000000010000100000000000000000000000000000000000000000,2
78,18977,000000000010000100000000000000000000000000000000000000000,2
78,18991,000000000010000100000000000000000000000000000000000000000,2
78,19005,000000000010000100000000000000000000000000000000000000000,2
78,19019,000000000010000100000000000000000000000000000000000000000,2
78,19033,000000000010000110000000000000000000000000000000000000000,2
78,19047,000000000010000100000000000000000000000000000000000000000,2
78,19061,000000000010000110000000000000000000000000000000000000000,2
79,16975,001000000000000000000000000000000000000000000000000000000,1
79,16989,000000000000000100000000000000000000000000000000000000000,2
79,17017,000000000000000110000000000000000000000000000000000000000,2
79,17031,000000000000000100000000000000000000000000000000000000000,2
79,17073,000000000000000100000000000000000000000000000000000000000,2
79,17087,000000000000000100000000000000000000000000000000000000000,2
79,17101,000000000000000100000000000000000000000000000000000000000,2
79,17115,000000000000000100000000000000000000000000000000000000000,2
79,17143,000000000000000110000000000000000000000000000000000000000,2
79,17213,000000000000000100000000000000000000000000000000000000000,2
79,17227,000000000000000100000000000000000000000000000000000000000,2
79,17269,000000000000000100000000000000000000000000000000000000000,2
79,17283,000000000000000100000000000000000000000000000000000000000,2
79,17297,000000000000000110000000000000000000000000000000000000000,2
79,17311,000000000000000100000000000000000000000000000000000000000,2
79,17339,000000000000000110000000000000000000000000000000000000000,2
79,17353,000000000000000000000000000000000000000000000000000000000,2
79,17367,000000000000000100000000000000000000000000000000000000000,2
79,17395,000000000000000110000000000000000000000000000000000000000,2
79,17409,000000000000000100000000000000000000000000000000000000000,2
79,17423,000000000000000100000000000000000000000000000000000000000,2
79,17451,000000000000000100000000000000000000000000000000000000000,2
79,17465,000000000000000000000000000000000000000000000000000000000,2
79,17479,000000000000000110000000000000000000000000000000000000000,2
79,17493,000000000000000100000000000000000000000000000000000000000,2
79,17507,000000000000000110000000000000000000000000000000000000000,2
79,17535,000000000000000100000000000000000000000000000000000000000,2
79,17549,000000000000000100000000000000000000000000000000000000000,2
79,17563,000000000000000000000000000000000000000000000000000000000,2
79,17577,000000000000000100000000000000000000000000000000000000000,2
79,17591,000000000000000110000000000000000000000000000000000000000,2
79,17605,000000000000000100000000000000000000000000000000000000000,2
79,17619,000000000000000100000000000000000000000000000000000000000,2
79,17647,000000000000000100000000000000000000000000000000000000000,2
79,17675,000000000000000100000000000000000000000000000000000000000,2
79,17689,000000000000000110000000000000000000000000000000000000000,2
79,17717,000000000000000100000000000000000000000000000000000000000,2
79,17731,000000000000000100000000000000000000000000000000000000000,2
79,17745,000000000000000100000000000000000000000000000000000000000,2
79,17773,000000000000000100000000000000000000000000000000000000000,2
79,17787,000000000000000110000000000000000000000000000000000000000,2
79,17801,000000000000000110000000000000000000000000000000000000000,2
79,17815,000000000000000110000000000000000000000000000000000000000,2
79,17829,000000000000000000000000000000000000000000000000000000000,2
79,17843,000000000000000100000000000000000000000000000000000000000,2
79,17857,000000000000000100000000000000000000000000000000000000000,2
79,17871,000000000000000110000000000000000000000000000000000000000,2
79,17885,000000000000000100000000000000000000000000000000000000000,2
79,17899,000000000000000100000000000000000000000000000000000000000,2
79,17913,000000000000000100000000000000000000000000000000000000000,2
79,17941,000000000000000100000000000000000000000000000000000000000,2
79,17955,000000000000000110000000000000000000000000000000000000000,2
79,17969,000000000000000110000000000000000000000000000000000000000,2
79,17983,000000000000000100000000000000000000000000000000000000000,2
79,17997,000000000000000100000000000000000000000000000000000000000,2
79,18011,000000000000000110000000000000000000000000000000000000000,2
79,18025,000000000000000100000000000000000000000000000000000000000,2
79,18039,000000000000000100000000000000000000000000000000000000000,2
79,18053,000000000000000100000000000000000000000000000000000000000,2
79,18067,000000000000000100000000000000000000000000000000000000000,2
79,18081,000000000000000100000000000000000000000000000000000000000,2
79,18095,000000000000000100000000000000000000000000000000000000000,2
79,18109,000000000000000100000000000000000000000000000000000000000,2
79,18123,000000000000000100000000000000000000000000000000000000000,2
79,18137,000000000000000100000000000000000000000000000000000000000,2
79,18165,000000000000000100000000000000000000000000000000000000000,2
79,18179,000000000000000100000000000000000000000000000000000000000,2
79,18193,000000000000000100000000000000000000000000000000000000000,2
79,18207,000000000000000100000000000000000000000000000000000000000,2
79,18221,000000000000000110000000000000000000000000000000000000000,2
79,18235,000000000000000110000000000000000000000000000000000000000,2
79,18249,000000000000000100000000000000000000000000000000000000000,2
79,18277,000000000000000000000000000000000000000000000000000000000,2
79,18291,000000000000000100000000000000000000000000000000000000000,2
79,18305,000000000000000100000000000000000000000000000000000000000,2
79,18319,000000000000000100000000000000000000000000000000000000000,2
79,18333,000000000000000100000000000000000000000000000000000000000,2
79,18347,000000000000000110000000000000000000000000000000000000000,2
79,18361,000000000000000000000000000000000000000000000000000000000,2
79,18375,000000000000000100000000000000000000000000000000000000000,2
79,18389,000000000010000000000000000000000000000000000000000000000,2
79,18403,000000000000000000000000000000000000000000000000000000000,2
79,18417,000000000000000100000000000000000000000000000000000000000,2
79,18431,000000000000000100000000000000000000000000000000000000000,2
79,18445,000000000000000100000000000000000000000000000000000000000,2
79,18459,000000000000000100000000000000000000000000000000000000000,2
79,18473,000000000010000110000000000000000000000000000000000000000,2
79,18501,000000000010000100000000000000000000000000000000000000000,2
79,18515,000000000000000100000000000000000000000000000000000000000,2
79,18529,000000000010000100000000000000000000000000000000000000000,2
79,18543,000000000000000100000000000000000000000000000000000000000,2
79,18557,000000000000000100000000000000000000000000000000000000000,2
79,18571,000000000000000100000000000000000000000000000000000000000,2
79,18585,000000000010000000000000000000000000000000000000000000000,2
79,18599,000000000000000000000000000000000000000000000000000000000,2
79,18613,000000000000000100000000000000000000000000000000000000000,2
79,18627,000000000000000100000000000000000000000000000000000000000,2
79,18641,000000000000000110000000000000000000000000000000000000000,2
79,18655,000000000000000000000000000000000000000000000000000000000,2
79,18697,000000000010000100000000000000000000000000000000000000000,2
79,18711,000000000000000100000000000000000000000000000000000000000,2
79,18725,000000000010000110000000000000000000000000000000000000000,2
79,18739,000000000010000000000000000000000000000000000000000000000,2
79,18753,000000000000000110000000000000000000000000000000000000000,2
79,19061,000000000000000110000000000000000000000000000000000000000,2
79,19047,000000000010000100000000000000000000000000000000000000000,2
79,18795,000000000010000100000000000000000000000000000000000000000,2
79,18809,000000000010000110000000000000000000000000000000000000000,2
79,18823,000000000010000100000000000000000000000000000000000000000,2
79,18837,000000000000000100000000000000000000000000000000000000000,2
79,18851,000000000010000100000000000000000000000000000000000000000,2
79,18865,000000000010000100000000000000000000000000000000000000000,2
79,18879,000000000010000110000000000000000000000000000000000000000,2
79,18907,000000000010000100000000000000000000000000000000000000000,2
79,18921,000000000010000110000000000000000000000000000000000000000,2
79,18949,000000000000000000000000000000000000000000000000000000000,2
79,18963,000000000010000100000000000000000000000000000000000000000,2
79,18977,000000000010000100000000000000000000000000000000000000000,2
79,18991,000000000010000100000000000000000000000000000000000000000,2
79,19005,000000000010000100000000000000000000000000000000000000000,2
79,19019,000000000010000100000000000000000000000000000000000000000,2
79,19033,000000000010000110000000000000000000000000000000000000000,2
80,16975,001000000000000000000000000000000000000000000000000000000,1
80,16989,000000000000000100000000000000000000000000000000000000000,2
80,17017,000000000000000110000000000000000000000000000000000000000,2
80,17031,000000000000000100000000000000000000000000000000000000000,2
80,17073,000000000000000100000000000000000000000000000000000000000,2
80,17087,000000000000000100000000000000000000000000000000000000000,2
80,17101,000000000000000100000000000000000000000000000000000000000,2
80,17115,000000000000000100000000000000000000000000000000000000000,2
80,17143,000000000000000110000000000000000000000000000000000000000,2
80,17213,000000000000000100000000000000000000000000000000000000000,2
80,17227,000000000000000100000000000000000000000000000000000000000,2
80,17269,000000000000000100000000000000000000000000000000000000000,2
80,17283,000000000000000100000000000000000000000000000000000000000,2
80,17297,000000000000000110000000000000000000000000000000000000000,2
80,17311,000000000000000100000000000000000000000000000000000000000,2
80,17339,000000000000000110000000000000000000000000000000000000000,2
80,17353,000000000000000100000000000000000000000000000000000000000,2
80,17367,000000000000000100000000000000000000000000000000000000000,2
80,17395,000000000000000110000000000000000000000000000000000000000,2
80,19061,000000000000000110000000000000000000000000000000000000000,2
80,17423,000000000000000100000000000000000000000000000000000000000,2
80,17451,000000000000000100000000000000000000000000000000000000000,2
80,17465,000000000000000000000000000000000000000000000000000000000,2
80,17479,000000000000000110000000000000000000000000000000000000000,2
80,17493,000000000000000100000000000000000000000000000000000000000,2
80,17507,000000000000000110000000000000000000000000000000000000000,2
80,17535,000000000000000100000000000000000000000000000000000000000,2
80,17549,000000000000000100000000000000000000000000000000000000000,2
80,17563,000000000000000000000000000000000000000000000000000000000,2
80,17577,000000000000000100000000000000000000000000000000000000000,2
80,17591,000000000000000110000000000000000000000000000000000000000,2
80,17605,000000000000000100000000000000000000000000000000000000000,2
80,17619,000000000000000100000000000000000000000000000000000000000,2
80,17647,000000000000000100000000000000000000000000000000000000000,2
80,17675,000000000000000100000000000000000000000000000000000000000,2
80,17689,000000000000000110000000000000000000000000000000000000000,2
80,17717,000000000000000100000000000000000000000000000000000000000,2
80,17731,000000000000000100000000000000000000000000000000000000000,2
80,17745,000000000000000100000000000000000000000000000000000000000,2
80,17773,000000000000000100000000000000000000000000000000000000000,2
80,17787,000000000000000110000000000000000000000000000000000000000,2
