120,actor,16975,0,0
120,actor,16990,985720982,1003747368
120,actor,17005,973088066,991362115
120,actor,17020,3218647771,1061831004
120,actor,17035,975511162,1007615723
120,actor,17050,971448936,3150438814
120,actor,17065,3120763269,941965864
120,actor,17080,1068434150,3192652788
120,actor,17095,1069252318,3196912419
120,actor,17110,3120799471,979729488
120,actor,17125,3120516941,3120712764
120,actor,17140,990219961,3151273872
121,actor,16975,0,0
121,actor,16990,986647087,1000939968
121,actor,17005,973747729,989020838
121,actor,17020,3218647771,1062279870
121,actor,17035,978010184,1006266550
121,actor,17050,967955771,3150308353
121,actor,17065,3120751987,966135946
121,actor,17080,1068434150,3189016430
121,actor,17095,1069213812,3196912419
121,actor,17110,3120535449,982090541
121,actor,17125,3120681878,3109803974
121,actor,17140,989655216,3152231200
122,actor,16975,0,0
122,actor,16990,987386032,998264792
122,actor,17005,974279137,985348149
122,actor,17020,3218647771,1061340351
122,actor,17035,980198283,1003984413
122,actor,17050,964304870,3149877904
122,actor,17065,3120670032,978422694
122,actor,17080,1068434150,3176931916
122,actor,17095,1069175306,3196912419
122,actor,17110,3119934650,983388291
122,actor,17125,3120741910,946662176
122,actor,17140,988662433,3152987844
123,actor,16975,0,0
123,actor,16990,987946633,993222759
123,actor,17005,974688123,981867029
123,actor,17020,3218647771,1060528628
123,actor,17035,981774617,1001767109
123,actor,17050,957617690,3149365755
123,actor,17065,3120320131,981525122
123,actor,17080,1068434150,3153931671
123,actor,17095,1069175306,3209325962
123,actor,17110,3119247335,984496307
123,actor,17125,3120725736,966639049
123,actor,17140,987619207,3153553553
